"No","Nama Program","IPTA","Kod Program","Tahun","Purata Merit","Tags","Syarat Am","Syarat Khas","Info"
"300","DIPLOMA TEKNOLOGI MAKLUMAT","Universiti Tun Hussein Onn Malaysia","UB4481001","2026","83.99%","STEM, TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mana-mana DUA (2) mata pelajaran yang belum dikira tidak termasuk mata pelajaran berikut : • Bahasa Melayu • Sejarah • Bahasa Inggeris • Matematik","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0613 Sains Komputer Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 83.99% Catatan: Tidak Berkenaan"
"301","DIPLOMA TEKNOLOGI MAKMAL","Universiti Pendidikan Sultan Idris","UA4545001","2026","83.87%","STEM","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Sains Tambahan / Biologi / Kimia / Fizik Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0711 Kejuruteraan Kimia Dan Proses Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 83.87% Catatan: Tidak Berkenaan"
"302","DIPLOMA TEKNOLOGI MAKMAL PERUBATAN","Universiti Sultan Zainal Abidin","UD4725002","2026","84.87%","","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Biologi. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0914 Diagnostik Perubatan Dan Teknologi Rawatan Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 84.87% Catatan: Tidak Berkenaan"
"303","DIPLOMA TEKNOLOGI MAKMAL PERUBATAN","Universiti Teknologi Mara","UE4725001","2026","80.92%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Biologi / Fizik Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0914 Diagnostik Perubatan Dan Teknologi Rawatan Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 80.92% Catatan: Tidak Berkenaan"
"304","DIPLOMA TEKNOLOGI MEDIA CETAK","Politeknik","FB4213003","2026","67.01%","TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0211 Teknik Audio-Visual Dan Penerbitan Media Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 67.01% Catatan: Tidak Berkenaan"
"305","DIPLOMA TEKNOLOGI PEMBUATAN","Universiti Sultan Zainal Abidin","UD4540001","2026","75.07%","","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred D dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam DUA (2) mata pelajaran berikut : • Fizik / Kimia / Sains / Sains Tambahan / Reka Cipta / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Grafik Komunikasi Teknikal / Lukisan Kejuruteraan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Maharat Al Quran / Tasawwur Islam / Pendidikan Syari'ah Islamiah / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Islam / Pendidikan Moral / Geografi / Prinsip Perakaunan / Ekonomi Asas / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Al-adab Wa Al-balaghah / Hifz Al Quran Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0741 Teknologi Kejuruteraan Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 75.07% Catatan: Tidak Berkenaan"
"306","DIPLOMA TEKNOLOGI PENGELUARAN HERBA","Universiti Teknologi Mara","UE4620003","2026","53.82%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Kimia. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Biologi. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0812 Hortikultur Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 53.82% Catatan: Tidak Berkenaan"
"307","DIPLOMA TEKNOLOGI PERCETAKAN","Baru","UE4213006","2026","N/A","Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0211 Teknik Audio-Visual Dan Penerbitan Media Bertemu duga / Ujian: Ya Joint / Dual / Double Degree : Tidak Purata Markah Merit: Tiada (Program Baru) Catatan: Tidak Berkenaan"
"308","DIPLOMA TEKNOLOGI POLIMER","Universiti Teknologi Mara","UE4545003","2026","56.59%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Biologi / Sains Komputer / Reka Cipta / Lukisan Kejuruteraan / Pengajian Kejuruteraan Mekanikal / Ekonomi / Perniagaan Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Kimia / Sains Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0722 Bahan (Kaca, Kertas, Plastik Dan Kayu) Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 56.59% Catatan: Tidak Berkenaan"
"309","DIPLOMA TEKNOLOGI REKABENTUK DALAMAN","#","UE4214001","2026","71.26%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Sains Tambahan / Sains Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0731 Seni Bina Bertemu duga / Ujian: Ya Joint / Dual / Double Degree : Tidak Purata Markah Merit: 71.26% Catatan: Tidak Berkenaan"
"310","DIPLOMA TEKNOLOGI SENI REKA FESYEN","Baru","UE4214002","2026","N/A","Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0212 Fesyen, Reka Bentuk Industri Dan Dalaman Bertemu duga / Ujian: Ya Joint / Dual / Double Degree : Tidak Purata Markah Merit: Tiada (Program Baru) Catatan: Tidak Berkenaan"
"311","DIPLOMA TEKNOLOGI SENI REKA PERINDUSTRIAN","Baru","UE4214004","2026","N/A","Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0212 Fesyen, Reka Bentuk Industri Dan Dalaman Bertemu duga / Ujian: Ya Joint / Dual / Double Degree : Tidak Purata Markah Merit: Tiada (Program Baru) Catatan: Tidak Berkenaan"
"312","DIPLOMA TEKNOLOGI SOLAR FOTOVOLTAN","Kolej Komuniti","FC4522001","2026","61.08%","STEM, TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana TIGA (3) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0712 Kuasa Elektrik Dan Tenaga Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 61.08% Catatan: Tidak Berkenaan"
"313","DIPLOMA TEKNOLOGI TEKSTIL DAN PAKAIAN","Universiti Teknologi Mara","UE4542001","2026","57.56%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Biologi / Sains / Sains Tambahan / Teknologi Kejuruteraan / Asas Kelestarian / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Rekaan Dan Jahitan Pakaian / Pengajian Kejuruteraan Awam / Grafik Komunikasi Teknikal Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0723 Tekstil (Pakaian, Kasut Dan Kulit) Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 57.56% Catatan: Tidak Berkenaan"
"314","DIPLOMA UKUR BAHAN","Universiti Teknologi Mara","UE4526002","2026","64.56%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Biologi / Sains Tambahan / Sains Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0716 Kejuruteraan Awam Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 64.56% Catatan: Tidak Berkenaan"
"315","DIPLOMA UKUR BAHAN","Politeknik","FB4526003","2026","52.99%","STEM, TVET","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred E bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. TIGA (3) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Bahasa Melayu / Bahasa Inggeris Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0734 Kaji Ukur Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 52.99% Catatan: Tidak Berkenaan"
"316","DIPLOMA UKUR BANGUNAN","Universiti Teknologi Mara","UE4526001","2026","58.52%","STEM, Bumiputera","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Biologi / Sains Tambahan / Sains Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja.","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 06 Semester Bidang NEC : 0734 Kaji Ukur Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 58.52% Catatan: Tidak Berkenaan"
"317","DIPLOMA UNDANG-UNDANG","Universiti Sultan Zainal Abidin","UD4380001","2026","81.36%","","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred B dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred B+ dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi • Al-lughah Al-arabiah Al-mu'asirah Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Pendidikan Islam • Pendidikan Syari'ah Islamiah • Pendidikan Al-quran Dan Al-sunnah • Tasawwur Islam • Usul Al-din • Al-syariah • Manahij Al-'ulum Al-islamiah • Al-adab Wa Al-balaghah • Hifz Al Quran • Maharat Al Quran Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0421 Undang-Undang Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 81.36% Catatan: Tidak Berkenaan"
"318","DIPLOMA USULUDDIN","Universiti Sultan Zainal Abidin","UD4221006","2026","80.29%","","Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred E bagi matapelajaran SEJARAH. DUA (2) C dalam mana-mana matapelajaran yang belum dikira.","Mendapat sekurang-kurangnya Gred D dalam mata pelajaran Bahasa Inggeris. Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred C+ dalam SATU (1) mata pelajaran berikut : • Bahasa Arab / Bahasa Arab Tinggi / Al-lughah Al-arabiah Al-mu'asirah / Turath Bahasa Arab / Al-adab Wa Al-balaghah Mendapat sekurang-kurangnya Gred C+ dalam DUA (2) mata pelajaran berikut : • Tasawwur Islam / Pendidikan Syari'ah Islamiah / Pendidikan Al-quran Dan Al-sunnah / Pendidikan Islam / Hifz Al Quran / Maharat Al Quran / Usul Al-din / Al-syariah / Manahij Al-'ulum Al-islamiah / Turath Al-quran Dan Al-sunnah / Turath Dirasat Islamiah Mendapat sekurang-kurangnya Gred C+ dalam mana-mana SATU (1) mata pelajaran yang belum diambil kira","Peringkat Pengajian : Diploma Mod Pengajian : Konvensional Tempoh Pengajian : 05 Semester Bidang NEC : 0224 Pengajian Islam Bertemu duga / Ujian: Tidak Joint / Dual / Double Degree : Tidak Purata Markah Merit: 80.29% Catatan: Tidak Berkenaan"
