No,Nama_Program,IPTA,Kod_Program,Tahun,Merit,Is_Feeder,Is_STEM,Bumiputera_Sahaja,Pakej_Min,Peringkat_Pengajian,Mod_Pengajian,Tempoh_Pengajian,Bidang_NEC,Bertemu_Duga,Joint_Degree,Catatan,Req_BM,Req_BI,Req_Sejarah,Req_Math,Req_AddMath,Req_Fizik,Req_Kimia,Req_Bio,Req_Sains,Req_PI,Req_BahasaArab,Pilihan_1_Gred,Pilihan_1_Bil,Pilihan_1_Subjek,Pilihan_2_Gred,Pilihan_2_Bil,Pilihan_2_Subjek,Pilihan_3_Gred,Pilihan_3_Bil,Pilihan_3_Subjek,Pilihan_4_Gred,Pilihan_4_Bil,Pilihan_4_Subjek,Pilihan_5_Gred,Pilihan_5_Bil,Pilihan_5_Subjek,Pilihan_6_Gred,Pilihan_6_Bil,Pilihan_6_Subjek,Pilihan_7_Gred,Pilihan_7_Bil,Pilihan_7_Subjek,Pilihan_8_Gred,Pilihan_8_Bil,Pilihan_8_Subjek,Lain_Gred,Lain_Bil,Has_ATAU,ATAU_JSON,Syarat_Am,Syarat_Khas
320,SARJANA MUDA SAINS (KEPUJIAN) SENIBINA,#,UE6581001,2026,79.72,Tidak,Ya,Ya,"STEM A, B atau C",Sarjana Muda,Konvensional,08 Semester,0731 Seni Bina,Ya,Tidak,Calon boleh melaksanakan kerja-kerja amali.,,C,,,,,,,,,,B,1,Matematik|Matematik Tambahan,B,1,Fizik|Kimia|Sains Tambahan|Sains,B,1,Geografi|Sejarah|Pendidikan Seni Visual|Lukisan Kejuruteraan|Grafik Komunikasi Teknikal|Reka Cipta|Ekonomi Asas|Ekonomi|Perniagaan,,,,,,,,,,,,,,,,,,Tidak,,Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Memiliki Sijil Pelajaran Malaysia (SPM) dengan mendapat sekurang-kurangnya :- Gred C bagi matapelajaran BAHASA MELAYU. Gred C bagi matapelajaran SEJARAH. EMPAT (4) C dalam mana-mana matapelajaran yang belum dikira.,"Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Matematik / Matematik Tambahan Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Fizik / Kimia / Sains Tambahan / Sains Mendapat sekurang-kurangnya Gred B dalam SATU (1) mata pelajaran berikut : • Geografi / Sejarah / Pendidikan Seni Visual / Lukisan Kejuruteraan / Grafik Komunikasi Teknikal / Reka Cipta / Ekonomi Asas / Ekonomi / Perniagaan Mendapat sekurang-kurangnya Gred C dalam mata pelajaran Bahasa Inggeris. Lulus ujian dan / atau temu duga yang ditetapkan. Berketurunan Melayu, Anak Negeri Sabah, Anak Negeri Sarawak dan Orang Asli sahaja."
321,SIJIL AGROTEKNOLOGI,Kolej Komuniti,FC3622001,2026,49.37,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0812 Hortikultur,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
322,SIJIL ANIMASI 2D,#,FC3213001,2026,48.82,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0211 Teknik Audio-Visual Dan Penerbitan Media,Ya,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran Lulus ujian dan / atau temu duga yang ditetapkan.
323,SIJIL ANIMASI 3D,#,FC3213002,2026,46.22,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0211 Teknik Audio-Visual Dan Penerbitan Media,Ya,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran Lulus ujian dan / atau temu duga yang ditetapkan.
324,SIJIL DANDANAN RAMBUT,Kolej Komuniti,FC3815001,2026,54.13,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,1012 Perkhidmatan Dandanan Rambut Dan Kecantikan,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
325,SIJIL FESYEN DAN PAKAIAN,#,FC3214002,2026,44.2,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"0212 Fesyen, Reka Bentuk Industri Dan Dalaman",Ya,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran Lulus ujian dan / atau temu duga yang ditetapkan.
326,SIJIL KEJURUTERAAN AWAM,Politeknik,FB3526001,2026,61.67,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0716 Kejuruteraan Awam,Tidak,Tidak,Tidak Berkenaan,E,,E,E,,,,,,,,E,1,Sains|Matematik Tambahan|Fizik|Kimia|Biologi|Sains Tambahan|Pengajian Kejuruteraan Awam|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Elektrik & Elektronik|Lukisan Kejuruteraan|Sains Komputer|Grafik Komunikasi Teknikal|Reka Bentuk Grafik Digital|Pembinaan Domestik|Kerja Paip Domestik|Pendawaian Domestik|Kimpalan Arka Dan Gas|Menservis Automobil|Menservis Motosikal|Menservis Peralatan Penyejukan & Penyamanan Udara|Menservis Peralatan Elektrik Domestik|Pembuatan Perabot|Produksi Reka Tanda|Hiasan Dalaman|Seni Halus 2d|Reka Bentuk Grafik|Reka Bentuk Kraf|Seni Halus 3d|Reka Bentuk Industri|Lukisan|Reka Cipta|Pendidikan Seni Visual|Pertanian|Akuakultur & Haiwan Rekreasi|Produksi Multimedia|Tanaman Makanan|Sains Sukan|Multimedia Kreatif,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira dalam Bahasa Melayu ATAU Bahasa Inggeris.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Sains / Matematik Tambahan / Fizik / Kimia / Biologi / Sains Tambahan / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Sains Komputer / Grafik Komunikasi Teknikal / Reka Bentuk Grafik Digital / Pembinaan Domestik / Kerja Paip Domestik / Pendawaian Domestik / Kimpalan Arka Dan Gas / Menservis Automobil / Menservis Motosikal / Menservis Peralatan Penyejukan & Penyamanan Udara / Menservis Peralatan Elektrik Domestik / Pembuatan Perabot / Produksi Reka Tanda / Hiasan Dalaman / Seni Halus 2d / Reka Bentuk Grafik / Reka Bentuk Kraf / Seni Halus 3d / Reka Bentuk Industri / Lukisan / Reka Cipta / Pendidikan Seni Visual / Pertanian / Akuakultur & Haiwan Rekreasi / Produksi Multimedia / Tanaman Makanan / Sains Sukan / Multimedia Kreatif Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
327,SIJIL KEJURUTERAAN ELEKTRIK,Politeknik,FB3522001,2026,60.48,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0712 Kuasa Elektrik Dan Tenaga,Tidak,Tidak,Tidak Berkenaan,E,,E,E,,,,,,,,E,1,Sains|Matematik Tambahan|Fizik|Kimia|Biologi|Sains Tambahan|Pengajian Kejuruteraan Awam|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Elektrik & Elektronik|Lukisan Kejuruteraan|Sains Komputer|Grafik Komunikasi Teknikal|Reka Bentuk Grafik Digital|Pembinaan Domestik|Kerja Paip Domestik|Pendawaian Domestik|Kimpalan Arka Dan Gas|Menservis Automobil|Menservis Motosikal|Menservis Peralatan Penyejukan & Penyamanan Udara|Menservis Peralatan Elektrik Domestik|Pembuatan Perabot|Produksi Reka Tanda|Hiasan Dalaman|Seni Halus 2d|Reka Bentuk Grafik|Reka Bentuk Kraf|Seni Halus 3d|Reka Bentuk Industri|Lukisan|Reka Cipta|Pendidikan Seni Visual|Pertanian|Akuakultur & Haiwan Rekreasi|Produksi Multimedia|Tanaman Makanan|Sains Sukan|Multimedia Kreatif,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira dalam Bahasa Melayu ATAU Bahasa Inggeris.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Sains / Matematik Tambahan / Fizik / Kimia / Biologi / Sains Tambahan / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Sains Komputer / Grafik Komunikasi Teknikal / Reka Bentuk Grafik Digital / Pembinaan Domestik / Kerja Paip Domestik / Pendawaian Domestik / Kimpalan Arka Dan Gas / Menservis Automobil / Menservis Motosikal / Menservis Peralatan Penyejukan & Penyamanan Udara / Menservis Peralatan Elektrik Domestik / Pembuatan Perabot / Produksi Reka Tanda / Hiasan Dalaman / Seni Halus 2d / Reka Bentuk Grafik / Reka Bentuk Kraf / Seni Halus 3d / Reka Bentuk Industri / Lukisan / Reka Cipta / Pendidikan Seni Visual / Pertanian / Akuakultur & Haiwan Rekreasi / Produksi Multimedia / Tanaman Makanan / Sains Sukan / Multimedia Kreatif Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
328,SIJIL KEJURUTERAAN MEKANIKAL,Politeknik,FB3521001,2026,63.11,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0714 Mekanik Dan Tred Logam,Tidak,Tidak,Tidak Berkenaan,E,,E,E,,,,,,,,E,1,Sains|Matematik Tambahan|Fizik|Kimia|Biologi|Sains Tambahan|Pengajian Kejuruteraan Awam|Pengajian Kejuruteraan Mekanikal|Pengajian Kejuruteraan Elektrik & Elektronik|Lukisan Kejuruteraan|Sains Komputer|Grafik Komunikasi Teknikal|Reka Bentuk Grafik Digital|Pembinaan Domestik|Kerja Paip Domestik|Pendawaian Domestik|Kimpalan Arka Dan Gas|Menservis Automobil|Menservis Motosikal|Menservis Peralatan Penyejukan & Penyamanan Udara|Menservis Peralatan Elektrik Domestik|Pembuatan Perabot|Produksi Reka Tanda|Hiasan Dalaman|Seni Halus 2d|Reka Bentuk Grafik|Reka Bentuk Kraf|Seni Halus 3d|Reka Bentuk Industri|Lukisan|Reka Cipta|Pendidikan Seni Visual|Pertanian|Akuakultur & Haiwan Rekreasi|Produksi Multimedia|Tanaman Makanan|Sains Sukan|Multimedia Kreatif,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira dalam Bahasa Melayu ATAU Bahasa Inggeris.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Matematik. Mendapat sekurang-kurangnya Gred E dalam SATU (1) mata pelajaran berikut : • Sains / Matematik Tambahan / Fizik / Kimia / Biologi / Sains Tambahan / Pengajian Kejuruteraan Awam / Pengajian Kejuruteraan Mekanikal / Pengajian Kejuruteraan Elektrik & Elektronik / Lukisan Kejuruteraan / Sains Komputer / Grafik Komunikasi Teknikal / Reka Bentuk Grafik Digital / Pembinaan Domestik / Kerja Paip Domestik / Pendawaian Domestik / Kimpalan Arka Dan Gas / Menservis Automobil / Menservis Motosikal / Menservis Peralatan Penyejukan & Penyamanan Udara / Menservis Peralatan Elektrik Domestik / Pembuatan Perabot / Produksi Reka Tanda / Hiasan Dalaman / Seni Halus 2d / Reka Bentuk Grafik / Reka Bentuk Kraf / Seni Halus 3d / Reka Bentuk Industri / Lukisan / Reka Cipta / Pendidikan Seni Visual / Pertanian / Akuakultur & Haiwan Rekreasi / Produksi Multimedia / Tanaman Makanan / Sains Sukan / Multimedia Kreatif Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
329,SIJIL KULINARI,Kolej Komuniti,FC3811003,2026,57.35,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"1013 Hotel, Restoran Dan Katering",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
330,SIJIL LANDSKAP,Kolej Komuniti,FC3581001,2026,45.21,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0731 Seni Bina,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
331,SIJIL MULTIMEDIA KREATIF PENGIKLANAN,#,FC3213003,2026,49.52,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0211 Teknik Audio-Visual Dan Penerbitan Media,Ya,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran Lulus ujian dan / atau temu duga yang ditetapkan.
332,SIJIL OPERASI PERHOTELAN,Kolej Komuniti,FC3811004,2026,46.95,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"1013 Hotel, Restoran Dan Katering",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
333,SIJIL PASTRI,Kolej Komuniti,FC3811002,2026,55.94,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"1013 Hotel, Restoran Dan Katering",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
334,SIJIL PENGEMBARAAN PELANCONGAN,Kolej Komuniti,FC3812004,2026,46.42,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"1015 Pengembaraan, Pelancongan Dan Aktiviti Senggang",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
335,SIJIL PENGENDALIAN ACARA,Kolej Komuniti,FC3812001,2026,43.38,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"1015 Pengembaraan, Pelancongan Dan Aktiviti Senggang",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
336,SIJIL PENGOPERASIAN PERNIAGAAN,Kolej Komuniti,FC3345002,2026,49.18,Tidak,Tidak,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
337,SIJIL PENYELENGGARAAN BANGUNAN,Kolej Komuniti,FC3582002,2026,40.1,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0733 Bangunan Dan Pembinaan,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
338,SIJIL PENYELIAAN TAPAK BINA,Kolej Komuniti,FC3582003,2026,42.24,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0733 Bangunan Dan Pembinaan,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
339,SIJIL PERKHIDMATAN LOGISTIK,Kolej Komuniti,FC3345001,2026,50.91,Tidak,Tidak,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0414 Pengurusan Dan Pentadbiran,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
340,SIJIL REKABENTUK DALAMAN,Kolej Komuniti,FC3214003,2026,61.95,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"0212 Fesyen, Reka Bentuk Industri Dan Dalaman",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
341,SIJIL REKABENTUK DAN PEMBUATAN PERABOT,Kolej Komuniti,FC3543001,2026,42.7,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"0722 Bahan (Kaca, Kertas, Plastik Dan Kayu)",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
342,SIJIL TEKNOLOGI AKUAKULTUR,Kolej Komuniti,FC3624001,2026,50.01,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0831 Perikanan,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
343,SIJIL TEKNOLOGI AUTOMOTIF,Kolej Komuniti,FC3525002,2026,42.63,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,"0715 Kenderaan Bermotor, Kapal Dan Pesawat Udara",Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
344,SIJIL TEKNOLOGI ELEKTRIK,Kolej Komuniti,FC3522002,2026,41.62,Tidak,Ya,Tidak,Semua Pakej,Sijil - Kredit Graduat Min 60,Konvensional,04 Semester,0712 Kuasa Elektrik Dan Tenaga,Tidak,Tidak,Tidak Berkenaan,E,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,,"Warganegara Malaysia yang mempunyai No. Kad Pengenalan / My Kad. Pemohon mestilah menduduki Sijil Pelajaran Malaysia (SPM) dan boleh membaca, menulis dan mengira.",Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Bahasa Melayu. Mendapat sekurang-kurangnya Gred E dalam mata pelajaran Sejarah. Mendapat sekurang-kurangnya Gred C dalam mana-mana SATU (1) mata pelajaran
